file	contest	choice	db	details	barcode
005899.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005903.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005907.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005911.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
005915.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005919.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005923.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005931.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005935.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005939.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005943.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005947.jpg	PROPOSITION 69	YES	0	1	20001180400052	20001180400052
005947.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
005947.jpg	PROPOSITION 72	YES	0	1	20001180400052	20001180400052
005951.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005955.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005959.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005963.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005967.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005971.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005975.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005979.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005983.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
005987.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005991.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005995.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
005999.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006003.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006007.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006011.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006015.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006019.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006023.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006027.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006031.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006035.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006039.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006043.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006047.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006051.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006055.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006059.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006063.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006067.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006071.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006075.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006079.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006083.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006087.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006091.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006095.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006099.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006103.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006107.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006111.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006115.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006119.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006123.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006127.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006131.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006135.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006139.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006143.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006147.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006151.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006155.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006159.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006163.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006167.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006171.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006175.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006179.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006183.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006187.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006191.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006195.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006199.jpg	PROPOSITION 68	YES	1	0	20001180400052	20001180400052
006199.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006203.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006207.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006211.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006215.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
006219.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
006277.jpg	ATTORNEY GENERAL	XAVIER BECERRA	0	1	10001170200032	10001170200032
006525.jpg	SECRETARY OF STATE	ALEX PADILLA	1	0	10001170200032	10001170200032
006699.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITEIN	0	1	20001260400026	20001260400026
006754.jpg	UNITED STATE SENATOR	KEVIN DE LEON	1	0	20001260300019	20001260300019
006997.jpg	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	1	0	10001260200027	10001260200027
006997.jpg	TREASURER	VIVEK VISWANATHAN	1	0	10001260200027	10001260200027
006999.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	1	0	20001260400026	20001260400026
007054.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007058.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007062.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007066.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007070.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007074.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007078.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007082.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007086.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007090.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007094.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007098.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007102.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007103.jpg	PROPOSITION 70	NO	0	1	20001240400081	20001240400081
007106.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007110.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007110.jpg	UNITED STATE SENATOR	TOM PALZER	1	0	20001240300074	20001240300074
007114.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007118.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007122.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007126.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007130.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007134.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007138.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007142.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007146.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007150.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007154.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007158.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007162.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007166.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007170.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007174.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007178.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007182.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007186.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007190.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007194.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007198.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007202.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007206.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007210.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007214.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007218.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007222.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007226.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007230.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007234.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007238.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007242.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007246.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007250.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007254.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007258.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	0	20001240300074	None
007262.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007266.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007270.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007274.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001240300074	None
007327.jpg	PROPOSITION 68	NO	0	1	20001210400018	20001210400018
007455.jpg	PROPOSITION 72	YES	0	1	20001210400018	20001210400018
007966.jpg	SUPERVISOR DISTRICT FIVE	RYAN SUNDBERG	1	0	20001090300050	20001090300050
008015.jpg	PROPOSITION 71	NO	0	1	20001100400078	20001100400078
008015.jpg	PROPOSITION 72	NO	0	1	20001100400078	20001100400078
008022.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008026.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008030.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008038.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008042.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008046.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008050.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008054.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008062.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008066.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008070.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008074.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008078.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008082.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008086.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008090.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008094.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008098.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008102.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008106.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008110.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008114.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008118.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008122.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008126.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008130.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008134.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008138.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008142.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001220300032	20001220300032
008146.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001220300032	20001220300032
008375.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	1	None	None	20001010400083
008375.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	None	None	20001010400083
008375.jpg	AUDITOR-CONTROLLER	WRITEIN	0	None	None	20001010400083
008375.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	1	None	None	20001010400083
008375.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITEIN	0	None	None	20001010400083
008375.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	1	None	None	20001010400083
008375.jpg	DISTRICT ATTORNEY	WRITEIN	0	None	None	20001010400083
008375.jpg	PROPOSITION 68	NO	0	None	None	20001010400083
008375.jpg	PROPOSITION 68	YES	0	None	None	20001010400083
008375.jpg	PROPOSITION 69	NO	1	None	None	20001010400083
008375.jpg	PROPOSITION 69	YES	0	None	None	20001010400083
008375.jpg	PROPOSITION 70	NO	1	None	None	20001010400083
008375.jpg	PROPOSITION 70	YES	0	None	None	20001010400083
008375.jpg	PROPOSITION 71	NO	0	None	None	20001010400083
008375.jpg	PROPOSITION 71	YES	1	None	None	20001010400083
008375.jpg	PROPOSITION 72	NO	1	None	None	20001010400083
008375.jpg	PROPOSITION 72	YES	0	None	None	20001010400083
008375.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	1	None	None	20001010400083
008375.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WRITEIN	0	None	None	20001010400083
008375.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	1	None	None	20001010400083
008375.jpg	TREASURER-TAX COLLECTOR	WRITEIN	0	None	None	20001010400083
008478.jpg	SUPERVISOR DISTRICT FIVE	STEVE MADRONE	0	1	20001040300042	20001040300042
008574.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008578.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008582.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008586.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008598.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008602.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008606.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008610.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008614.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008618.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008622.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008626.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008630.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008634.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008638.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008646.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008650.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20001060300084	20001060300084
008654.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008662.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008666.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	1	0	20001060300084	20001060300084
008708.jpg	GOVERNOR	JOHN H. COX	1	6	10000920100082	10000920100082
008708.jpg	LIEUTENANT GOVERNOR	COLE HARRIS	1	6	10000920100082	10000920100082
008709.jpg	ATTORNEY GENERAL	STEVEN C. BAILEY	1	6	10000920200089	10000920200089
008709.jpg	CONTROLLER	BETTY T. YEE	1	6	10000920200089	10000920200089
008709.jpg	INSURANCE COMMISSIONER	STEVE POIZNER	1	6	10000920200089	10000920200089
008709.jpg	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	1	6	10000920200089	10000920200089
008709.jpg	SECRETARY OF STATE	MARK P. MEUSER	1	6	10000920200089	10000920200089
008709.jpg	TREASURER	JACK M. GUERRERO	1	6	10000920200089	10000920200089
008710.jpg	ASSESSOR	MARI A. WILSON	1	6	20000920300081	20000920300081
008710.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	1	6	20000920300081	20000920300081
008710.jpg	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	1	6	20000920300081	20000920300081
008710.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	1	6	20000920300081	20000920300081
008710.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	1	6	20000920300081	20000920300081
008710.jpg	SUPERVISOR DISTRICT FOUR	VIRGINIA BASS	1	6	20000920300081	20000920300081
008710.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING	1	6	20000920300081	20000920300081
008710.jpg	UNITED STATE SENATOR	PAUL A. TAYLOR	1	6	20000920300081	20000920300081
008711.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	6	20000920400088	20000920400088
008711.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	1	6	20000920400088	20000920400088
008711.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	1	6	20000920400088	20000920400088
008711.jpg	MEASURE C FRESHWATER SCHOOL DISTRICT	BONDS NO	1	6	20000920400088	20000920400088
008711.jpg	PROPOSITION 68	NO	1	6	20000920400088	20000920400088
008711.jpg	PROPOSITION 69	NO	1	6	20000920400088	20000920400088
008711.jpg	PROPOSITION 70	NO	1	6	20000920400088	20000920400088
008711.jpg	PROPOSITION 71	NO	1	6	20000920400088	20000920400088
008711.jpg	PROPOSITION 72	NO	1	6	20000920400088	20000920400088
008711.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	1	6	20000920400088	20000920400088
008711.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	1	6	20000920400088	20000920400088
008715.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008719.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008723.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008727.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008731.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008735.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008739.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008747.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008759.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008763.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008767.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008771.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008775.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008795.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008799.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008803.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008807.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008811.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008815.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008819.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008823.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008827.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008831.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008835.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008839.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008843.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008851.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008855.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008863.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008871.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008875.jpg	AUDITOR-CONTROLLER	MIKE LORIG	1	0	20001000400062	20001000400062
008879.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20001000400062	20001000400062
008902.jpg	GOVERNOR	AKINYEMI AGBEDE	0	None	None	10001020100098
008902.jpg	GOVERNOR	ALBERT CAESAR MEZZETTI	0	None	None	10001020100098
008902.jpg	GOVERNOR	AMANDA RENTERIA	0	None	None	10001020100098
008902.jpg	GOVERNOR	ANTONIO VILLARAIGOSA	0	None	None	10001020100098
008902.jpg	GOVERNOR	CHRISTOPHER N. CARLSON	0	None	None	10001020100098
008902.jpg	GOVERNOR	DELAINE EASTIN	0	None	None	10001020100098
008902.jpg	GOVERNOR	DESMOND SILVEIRA	0	None	None	10001020100098
008902.jpg	GOVERNOR	GAVIN NEWSOM	1	None	None	10001020100098
008902.jpg	GOVERNOR	GLORIA ESTELA LA RIVA	0	None	None	10001020100098
008902.jpg	GOVERNOR	HAKAN "HAWK" MIKADO	0	None	None	10001020100098
008902.jpg	GOVERNOR	J. BRIBIESCA	0	None	None	10001020100098
008902.jpg	GOVERNOR	JEFFREY EDWARD TAYLOR	0	None	None	10001020100098
